crop_type,region,demand_tons,supply_tons,avg_quality_score,avg_batch_age_days,market_price_per_kg
tomato,Hyderabad,32.1,10.1,0.7,4.8,20.97
tomato,Hyderabad,29.1,20.6,0.82,2.3,19.41
wheat,Hyderabad,13.6,14.3,0.83,2.9,21.06
onion,Hyderabad,22.0,16.2,0.6,7.0,18.93
tomato,Bangalore,31.0,42.7,0.87,2.9,14.83
onion,Bangalore,23.3,29.5,0.81,7.0,12.39
tomato,Bangalore,26.9,18.8,0.98,4.4,19.06
onion,Chennai,17.3,39.1,0.85,7.4,8.92
onion,Bangalore,34.8,11.5,0.77,4.2,24.78
wheat,Chennai,10.5,38.6,0.72,2.0,15.09
onion,Chennai,18.7,16.0,0.9,7.9,14.01
onion,Hyderabad,18.9,18.6,0.69,2.0,24.18
tomato,Chennai,30.4,20.2,0.73,5.8,18.14
tomato,Bangalore,22.9,12.0,0.78,6.6,12.85
onion,Hyderabad,16.3,23.8,0.63,2.6,13.71
tomato,Chennai,34.1,17.2,0.73,1.9,22.23
wheat,Hyderabad,34.2,10.6,0.67,5.6,31.98
onion,Hyderabad,16.7,26.4,0.7,1.6,13.86
tomato,Bangalore,18.9,22.6,1.0,6.5,10.27
onion,Bangalore,22.8,31.1,0.62,6.9,10.68
wheat,Bangalore,27.8,10.4,0.6,5.3,29.17
wheat,Bangalore,15.8,32.9,0.62,3.2,17.75
tomato,Hyderabad,35.5,11.7,0.96,5.7,19.29
onion,Chennai,28.8,20.4,0.77,6.6,18.45
wheat,Hyderabad,24.6,14.7,0.72,5.6,20.12
wheat,Chennai,25.9,33.9,0.85,7.2,21.01
tomato,Hyderabad,30.3,41.6,0.75,6.5,10.06
onion,Chennai,11.8,30.4,0.65,7.8,9.21
wheat,Hyderabad,14.9,22.9,0.64,5.0,18.71
onion,Bangalore,14.8,13.0,0.75,6.9,19.61
wheat,Bangalore,31.5,40.9,0.86,3.7,22.65
onion,Chennai,12.3,11.1,0.88,4.1,23.61
wheat,Hyderabad,24.1,23.6,0.93,4.2,27.26
tomato,Bangalore,36.9,40.3,0.96,2.9,16.53
tomato,Chennai,34.8,30.2,0.95,6.0,14.94
onion,Chennai,27.0,35.3,0.77,1.7,17.91
tomato,Bangalore,12.4,20.0,0.73,4.9,10.17
wheat,Bangalore,16.5,35.3,0.92,3.9,16.84
onion,Bangalore,11.6,18.4,0.87,1.6,22.08
tomato,Chennai,21.8,16.3,0.71,4.2,13.84
wheat,Bangalore,10.2,28.9,0.92,2.9,17.28
onion,Hyderabad,30.1,32.9,0.78,3.4,19.26
onion,Bangalore,16.6,31.1,0.82,3.7,16.14
onion,Chennai,32.6,20.3,0.91,6.2,22.99
wheat,Hyderabad,36.6,18.8,0.75,6.9,23.67
wheat,Chennai,32.5,17.5,0.89,2.6,29.03
tomato,Chennai,13.6,18.8,0.66,3.7,13.12
wheat,Hyderabad,24.6,19.1,0.9,6.1,24.45
wheat,Chennai,22.2,21.1,0.86,4.1,22.35
tomato,Chennai,37.5,37.2,0.62,4.7,10.97
tomato,Bangalore,25.2,35.7,0.65,2.5,12.7
onion,Chennai,16.5,23.7,0.82,5.8,18.6
tomato,Hyderabad,12.5,10.2,0.61,4.9,14.58
tomato,Chennai,21.0,29.1,0.81,1.7,14.41
tomato,Hyderabad,11.6,33.0,0.93,3.6,9.36
onion,Bangalore,16.4,21.4,0.66,5.3,19.09
wheat,Bangalore,19.3,15.7,0.93,5.1,21.16
wheat,Bangalore,34.6,22.0,0.68,2.4,28.57
wheat,Bangalore,14.4,14.2,0.85,1.0,28.46
tomato,Bangalore,21.7,34.2,0.88,4.0,11.94
tomato,Bangalore,14.9,31.0,0.8,2.4,15.13
onion,Bangalore,18.3,23.4,0.75,2.7,16.02
onion,Bangalore,33.0,15.5,0.84,7.3,16.47
wheat,Chennai,24.2,36.3,0.84,1.7,21.63
wheat,Hyderabad,33.8,43.7,0.77,4.6,14.18
onion,Hyderabad,16.4,20.2,0.94,8.0,13.6
onion,Hyderabad,13.0,43.1,0.63,5.4,6.76
wheat,Hyderabad,30.6,43.6,0.78,4.7,19.11
wheat,Hyderabad,23.5,19.7,0.98,7.2,21.89
onion,Chennai,16.8,24.4,0.95,4.7,14.67
wheat,Hyderabad,28.7,26.4,0.69,3.3,22.11
tomato,Bangalore,33.4,14.9,0.94,3.8,21.84
wheat,Hyderabad,22.8,12.2,0.82,2.2,31.03
wheat,Hyderabad,26.6,41.8,0.85,3.1,19.29
onion,Bangalore,33.8,43.7,0.63,2.9,11.93
tomato,Hyderabad,32.5,14.9,0.64,4.9,21.61
wheat,Chennai,22.8,40.5,0.76,3.3,16.42
tomato,Bangalore,15.9,40.1,0.66,7.4,5.08
onion,Bangalore,27.5,33.4,0.73,5.0,15.18
tomato,Chennai,22.1,36.8,0.7,6.9,8.65
onion,Hyderabad,30.4,32.6,0.88,7.4,11.4
onion,Hyderabad,28.4,24.0,0.6,1.9,22.02
onion,Hyderabad,26.0,21.8,0.86,6.0,15.09
wheat,Bangalore,11.7,15.9,0.71,3.0,20.19
tomato,Hyderabad,25.8,17.6,0.95,1.6,21.91
onion,Chennai,13.6,20.9,0.78,1.8,18.9
wheat,Chennai,39.9,10.1,0.61,6.8,27.19
onion,Chennai,14.1,30.6,0.83,7.8,11.62
onion,Chennai,11.9,11.2,0.67,6.1,14.68
onion,Hyderabad,25.3,13.3,0.97,3.4,23.88
wheat,Chennai,26.3,39.1,0.64,7.4,14.87
tomato,Chennai,14.7,11.2,1.0,4.4,20.59
wheat,Chennai,15.8,18.3,0.95,6.7,23.18
tomato,Chennai,39.8,35.7,0.69,6.9,12.06
tomato,Bangalore,32.9,43.6,0.71,2.7,11.9
tomato,Chennai,34.4,36.1,0.82,5.4,12.47
onion,Chennai,15.6,18.9,0.72,3.5,14.65
onion,Hyderabad,13.0,11.5,0.87,4.8,23.16
tomato,Hyderabad,26.3,44.2,0.75,2.5,8.66
wheat,Bangalore,15.3,29.6,0.99,4.6,18.85
wheat,Hyderabad,27.4,11.5,0.83,2.9,30.07
wheat,Hyderabad,34.6,19.7,0.92,3.0,31.24
wheat,Chennai,26.8,42.0,0.87,3.8,15.46
tomato,Bangalore,15.4,29.0,0.98,5.4,11.73
onion,Hyderabad,18.2,15.9,0.79,5.9,20.04
tomato,Hyderabad,20.7,13.5,0.9,5.2,14.79
tomato,Hyderabad,13.2,41.7,1.0,2.1,7.2
tomato,Hyderabad,20.6,25.0,0.93,6.4,14.44
tomato,Hyderabad,10.5,38.1,0.98,1.2,5.85
onion,Bangalore,20.3,13.1,0.79,6.1,16.56
onion,Hyderabad,16.2,32.9,0.62,1.5,15.3
tomato,Hyderabad,13.1,10.8,0.67,5.0,12.07
onion,Chennai,27.2,11.0,0.71,6.0,22.83
onion,Hyderabad,10.1,41.0,0.63,7.7,5.0
onion,Hyderabad,13.4,35.4,0.98,5.3,9.28
wheat,Bangalore,37.7,38.6,0.72,4.0,26.51
onion,Hyderabad,14.2,28.8,0.84,4.8,9.59
onion,Bangalore,19.6,11.8,0.76,2.3,25.85
onion,Hyderabad,23.0,23.6,0.94,2.5,21.79
onion,Bangalore,28.8,29.4,0.98,2.3,22.94
onion,Bangalore,25.1,39.7,0.69,7.5,7.17
onion,Chennai,38.8,39.3,0.75,1.5,23.7
tomato,Hyderabad,25.2,22.1,0.67,1.0,21.35
